"","nobs","nsim","th","zip1","poisson","log.linear","zip2","nb","hurdle"
"66",8200,11,-4,0.000295306290235331,0.279881150056787,-0.787912002191439,-0.00195835606904793,0.0387885945961886,-0.00202174956346468
"67",100,12,-4,-0.158809197247066,0.826273959354084,-0.461681927964592,-0.176025606550534,0.894296678330556,-0.163833366784998
"68",200,12,-4,-0.00352008845343965,-0.150455550714271,-0.867965400410641,-0.0722302770778471,-0.0106688943072508,-0.0756182339154192
"69",500,12,-4,0.0717417469877391,-0.0455792110323285,-0.791728310732543,0.0605193628555982,0.251781546393445,0.0610913135606337
"70",1100,12,-4,-0.00375917054294694,0.123266403780277,-0.782934001108048,0.0130289443792413,0.00078341467736065,0.00591426210102997
"71",3000,12,-4,-0.0463344700157091,-0.171354567346207,-0.782013102345651,-0.0555973315095628,0.0692206155343538,-0.0526518318198297
"72",8200,12,-4,-0.0177526922008928,-0.0437853885206985,-0.818662939410167,-0.0091910166210134,-0.0685780315494806,-0.00820207055408617
"73",100,13,-4,0.472980349436351,0.454672767833646,-0.714422700752759,0.36239422893876,1.29238078517758,0.298393779658221
"74",200,13,-4,-0.0290012988597881,-0.185994449650917,-0.769193706076339,-0.127167266810397,0.24428686106466,-0.109837082170343
"75",500,13,-4,0.208108668906429,-0.635770791583053,-0.807215402184773,0.185740122856871,0.275373777322411,0.201230830015922
"76",1100,13,-4,0.0440172836051378,-0.0324663370310203,-0.762285343551876,0.0665711126033708,0.0675310552181916,0.0695412942972204
"77",3000,13,-4,0.0133159687709741,-0.350917074410429,-0.771721414336671,-0.00475371708237082,0.141936675264917,-0.00495872954633447
"78",8200,13,-4,0.011191305051053,0.062673525475121,-0.826667604141971,0.0170010262996185,-0.0323776345187394,0.017314447672713
"79",100,14,-4,0.0194903249442642,-0.277442598876771,-0.677403247675652,-0.0215842029361548,0.16021863217308,-0.00672210877992674
"80",200,14,-4,-0.0616504251815346,-0.684387339678336,-0.786257996747635,-0.092447476575988,0.148751725041024,-0.0611215939229779
"81",500,14,-4,0.035558697706267,0.649832201802279,-0.758352107765702,0.0256802122492625,0.298883298215714,0.0373197475780005
"82",1100,14,-4,-0.064943266000651,-0.0193180586950206,-0.79949532295492,-0.0577117354217966,-0.0657097469598991,-0.0601949986499328
"83",3000,14,-4,0.0155493904522204,0.185433571748296,-0.791020420380397,0.025601046309411,0.0464012012926966,0.0232634637236595
"84",8200,14,-4,0.0133108634041212,-0.0373163876080558,-0.795502577955388,0.00955887848649706,0.0560812381700235,0.0101560816016506
"85",100,15,-4,0.212310193125364,1.57458083426785,-0.880519972609289,0.226759286269217,0.627386005074793,0.26157805001819
"86",200,15,-4,-0.181017615230083,-1.27388339361583,-0.923315263355034,-0.173144246338595,-1.06564994410418,-0.393008624700666
"87",500,15,-4,-0.0354937467359202,-0.644880953500556,-0.856906636999601,-0.0412951791051446,-0.352720395992127,-0.062351819154101
"88",1100,15,-4,-0.0172775997243955,0.0768549685889024,-0.781613708595109,-0.0185415449100903,-0.0761168996252846,-0.0201917068490443
"89",3000,15,-4,-0.019758153599853,0.240058519880801,-0.785532965170082,-0.0183299224883127,-0.0334235966449454,-0.0201135824781966
"90",8200,15,-4,3.43522137216112e-05,-0.212542620890863,-0.814433732237959,-7.1084272477373e-05,-0.0536948240555526,-0.00374661842698321
"91",100,16,-4,0.0158529957285838,0.645629825812349,-0.427594230405199,-0.0074007999034813,0.356575198557419,-0.00339619976411343
"92",200,16,-4,-0.162409495235826,-0.839569347900393,-0.826267000129274,-0.344609781934393,-0.304322301518599,-0.416234266749171
"93",500,16,-4,0.0328549314790512,-0.132688206705066,-0.813516970670787,0.0448617899274257,-0.00545860528570596,0.0272630629308761
"94",1100,16,-4,0.0230711557366221,-0.327497994287407,-0.874396627318706,0.0164200780440642,-0.162282583723883,0.0167367468741548
"95",3000,16,-4,-0.0281148690307012,-0.173006900659657,-0.788573586486779,-0.0211337591759839,0.013481685297509,-0.0188290292060385
"96",8200,16,-4,-0.00498015015865971,-0.306035104860324,-0.811583907244346,-0.00808772831499738,0.00745116953702141,-0.0085531904535181
"97",100,17,-4,0.53923907268985,-0.67281160811791,-0.837033903561266,-0.276257273538052,0.279178961126535,-0.379472829774437
"98",200,17,-4,-0.0105814521308185,-0.289845911250262,-0.820293076644247,-0.0170569237230558,-0.140012109987365,-0.0384918573217061
"99",500,17,-4,0.0148578012174316,0.326309821995685,-0.759852472316608,0.0007477896428143,0.179906402909831,0.00280361999005452
"100",1100,17,-4,-0.0545596465637961,0.38731626372631,-0.69294937651264,-0.0599328915130892,0.206988678798533,-0.0528966194739502
"101",3000,17,-4,0.0146505453534509,0.275682939037746,-0.774038889336811,0.00125123827903462,0.145921745711072,0.000151798488013277
"102",8200,17,-4,0.00533676769273361,-0.015297878441793,-0.826873111061034,0.00798289472748559,-0.172070396383597,0.00570123952768631
"103",100,18,-4,-0.00737966487623898,1.17804010394461,-0.676628068099812,0.0105843417756222,0.115448032091051,0.00537825586518093
"104",200,18,-4,-0.085631634727459,-0.630813535189776,-0.90896661417143,-0.199265061895487,-0.488095576939042,-0.178806484196151
"105",500,18,-4,0.00180128904175758,0.426100570738809,-0.649886535283473,0.00156265131224043,0.312912448310433,0.011361802173512
"106",1100,18,-4,0.0472853424191961,0.0759058341049679,-0.809502212103617,0.0525270914126539,0.0506737301161118,0.0429825132960202
"107",3000,18,-4,-0.020723770973452,-0.30073352679453,-0.810621246819759,-0.017650038795729,-0.0372065468965379,-0.0181687505784143
"108",8200,18,-4,0.00963177881543897,-0.222152050970038,-0.796250212604332,0.00581543339608537,0.025699610259216,0.00451572654317056
"109",100,19,-4,-0.242643791147339,-0.444211276215288,-0.717784456197706,-0.315154003213505,-0.267572355169893,-0.370588783402723
"110",200,19,-4,0.0858408394002494,-0.0984231592533669,-0.669343857254022,0.125570813046922,0.0611724621250112,0.140464936822366
"111",500,19,-4,-0.052848214147361,-0.763912133335167,-0.890304124627643,-0.0414121988466647,-0.404560738535291,-0.0786372841442498
"112",1100,19,-4,-0.0163928791799852,-0.180428324306816,-0.729933689797498,-0.0185868278059338,-0.0242483129250319,-0.0224831125733291
"113",3000,19,-4,0.00713378081037952,0.196156151139081,-0.832463178576279,0.0115762858313286,-0.136483499320218,0.0113902816552822
"114",8200,19,-4,0.00161517455891902,0.277997144457371,-0.791872209525547,-0.00253919730246976,0.0852655531764115,-0.00170618652292376
"115",100,20,-4,0.227308262150077,-0.370737999168779,-0.754894955878454,0.0241977399048401,0.51149559396387,-0.0632442916555518
"116",200,20,-4,0.0103054319640159,-0.743831160630211,-0.801577219223575,0.0444914483943353,-0.0222559537967264,0.0257622136811317
"117",500,20,-4,-0.0720551670893066,-0.63416402331111,-0.820956769242492,-0.064781057791147,-0.261735221500061,-0.0767889843377232
"118",1100,20,-4,0.0168959885145519,1.09598845890794,-0.804753643034281,0.0211988964108789,0.265784215713894,0.0304233387751154
"119",3000,20,-4,0.020077051384046,-0.227115863680423,-0.807127406519345,0.0267505644714694,0.0187035113739422,0.0269217542267026
"120",8200,20,-4,-0.00493747240799491,0.102279762715785,-0.802462693190345,-0.00362076624416008,-0.00160341004994846,-0.00588392677600158
"121",100,21,-4,0.0193239790139406,0.423617291478227,-0.820944009493848,0.0212261661556092,0.221267472956805,-0.0246160263746327
"122",200,21,-4,0.130182730580276,-0.252894545511233,-0.759282795767235,0.0835026631391487,0.244536664317034,0.066117123132698
"123",500,21,-4,0.0278603667501178,-0.645157329174024,-0.858730772229248,0.0318059781402971,-0.248658970453522,0.037065177640808
"124",1100,21,-4,-0.0505613027034788,-0.498864253067265,-0.81893846070405,-0.0478193006010286,-0.0858704722759618,-0.0632071314213194
"125",3000,21,-4,0.00567518563232783,-0.385328048928649,-0.828627005869361,0.0223360853459531,-0.138246005944316,0.015800157104366
"126",8200,21,-4,0.00701763439660619,-0.22430284677432,-0.823195674482344,0.00154755745011093,-0.0262404838009194,0.000202404728675276
"127",100,22,-4,0.0598544805627759,-0.743979358945807,-0.889328557297812,0.181767534780001,-0.49199780224062,0.0969620126086417
"128",200,22,-4,-0.0582911894870128,-0.547718952987734,-0.78926464308118,-0.121685916934918,0.0435226562280135,-0.0915365961813763
"129",500,22,-4,0.0812880965187697,-0.626471682202757,-0.799552726275691,0.0528913424337487,-0.106562854165177,0.0193186723340006
"130",1100,22,-4,0.0021898536676388,-0.404952697447548,-0.852524259843025,0.0278242690952144,-0.213475158106352,0.0236221956987448
"131",3000,22,-4,0.00477608929019047,0.409305881150196,-0.787588709532432,0.00832952851952129,0.074556633259903,0.00984104150670984
"132",8200,22,-4,0.0157371175174807,-0.0163136851371006,-0.821965895033547,0.0162273341178532,-0.0698308137191581,0.0158023481687346
"133",100,23,-4,-0.122958184527393,-1.30195410900072,-0.93540099170884,-0.0440168361179802,-1.10201427460116,-0.123391167912755
"134",200,23,-4,0.145850144375925,0.0837291927480597,-0.774800922912173,0.122028217624471,0.283761028368565,0.0927189141776759
"135",500,23,-4,0.049750225147613,0.726283330907675,-0.606867629244205,0.0441759736549838,0.465498936117496,0.048038018779756
"136",1100,23,-4,0.0219128824268124,-0.0979368193883636,-0.811012604801992,0.0195362474945724,0.0263851626001554,0.0124891037751902
"137",3000,23,-4,0.00787868095931987,0.00990250808818782,-0.802600414231792,0.00813155135618571,-0.00830567379011127,0.00737650969207149
"138",8200,23,-4,-0.00735586363718643,0.243103812341624,-0.803723124103443,-0.00546438708542762,-0.0328442009407164,-0.00451970936969626
"139",100,24,-4,-0.00495474951368613,-0.455488621946678,-0.761689447012901,0.160853537227605,-0.0221929266912795,0.0681202387712752
"140",200,24,-4,-0.226180548917327,-0.629460458121986,-0.887874440861819,-0.077084002572279,-0.451363303006906,-0.0173854128121287
"141",500,24,-4,0.0128209264526711,0.269552417376559,-0.795057206850426,0.0178431822411498,-0.0806406444512839,0.013018018862526
"142",1100,24,-4,-0.0454217849349856,-0.296371537171329,-0.790317686958696,-0.0608920659894825,0.0788740787924178,-0.0584720607073623
"143",3000,24,-4,-0.0061914802994163,0.0213247374610015,-0.803675142803111,-0.00164878253352541,0.0111378518170042,0.00725985132967732
"144",8200,24,-4,-0.0123291442870304,-0.0254498792118156,-0.781565355577485,-0.0130425643859788,0.0731927367494349,-0.0120864812955539
"145",100,25,-4,-0.449721811143657,-0.886740218179021,-0.749019527182025,-0.519448360894032,-0.389063906420643,-0.500312579850099
"146",200,25,-4,-0.00160557392523275,-0.109357228397607,-0.73262476881062,-0.0951734384730312,0.378669953992771,-0.107948555538734
"147",500,25,-4,0.0923166953540098,-0.5728952789685,-0.853905698892156,0.122155254889487,-0.139195986058205,0.13404425392068
"148",1100,25,-4,0.0596760470525601,-0.748765490766841,-0.851519743249566,0.0425179791702681,-0.0915061634675816,0.0363522972976202
"149",3000,25,-4,-0.000675641904603452,0.592899237729751,-0.774517498851006,-0.0109705202476993,0.104896775418598,-0.00867936482138076
"150",8200,25,-4,-0.00639912304947976,-0.257754706649239,-0.80589948159351,0.00432208044934956,-0.022727561960169,0.00939974616227079
"151",100,26,-4,0.542095139349338,-1.06398739667792,-0.922859020472458,0.621632388149518,-0.811399009931645,0.46099869256637
"152",200,26,-4,-0.0791409527807998,-0.558935740863055,-0.711568660728787,-0.0522932325064394,-0.0482478405741815,-0.0476855885855103
"153",500,26,-4,0.0178141931241576,0.00381193804146696,-0.757761862270541,-0.0161998826085066,0.281358811916535,-0.0161825005036809
"154",1100,26,-4,0.0378903935382446,-0.304730565806447,-0.811786249330897,0.0532104983453223,-0.0466927511633648,0.0372914844995478
"155",3000,26,-4,0.0345970825061497,-0.331727952896528,-0.805953229690002,0.0414275719832089,-0.0571692306610441,0.0397993184347727
"156",8200,26,-4,-0.0086055128318383,-0.319640827878585,-0.793028958372158,-0.0100798038766727,0.0460335446623561,-0.00722460531644309
"157",100,27,-4,0.334557960265415,-1.3309713427359,-0.919708651729181,0.327200062118995,-1.1481001881656,0.351974449710694
"158",200,27,-4,0.0205799387356906,-0.348533945027874,-0.81190044744738,-0.0171356131379503,-0.1200154780702,0.00517658544890098
"159",500,27,-4,0.0225176586315876,0.426488929748293,-0.738588638004491,0.0082332727859904,0.218359600413772,0.00498231480077038
"160",1100,27,-4,-0.0149068191200803,-0.67019054023226,-0.799697563167168,-0.02734053634147,0.0889722410969562,-0.0216585710528903
"161",3000,27,-4,-0.0162971741928217,0.0741653915767966,-0.798924129994222,-0.00840157250035545,-0.0600648057183384,-0.00731634317318797
"162",8200,27,-4,-0.0159083387941266,0.213044338556347,-0.79759005472357,-0.0137843909144391,0.0170466101555915,-0.0124379711921907
"163",100,28,-4,0.387414065869494,-1.70419747361392,-0.976562945850763,1.93959713756265,-1.67974665203094,0.0606613664841871
"164",200,28,-4,-0.0184939801838486,-0.68842749348257,-0.82117478252663,-0.00951757817685195,-0.0682859311269932,-0.00821315386331434
"165",500,28,-4,0.0585869708022457,-0.135875978055929,-0.781792079183048,0.0766773910665668,0.12052350726947,0.0877906385287686
"166",1100,28,-4,-0.0446628866067844,-0.24211110840545,-0.794383921569842,-0.075738298560861,0.00741247772689579,-0.0760025026039697
"167",3000,28,-4,0.0120028148249918,0.186822126018593,-0.785803134916848,0.0030358100029968,0.0839053132153329,0.00300641141671765
"168",8200,28,-4,0.00347397856554554,0.197493155116066,-0.802155307493821,0.00633853205461499,0.0242396333467281,0.00889974215033007
"169",100,29,-4,0.356570920070788,0.154667477686767,-0.753249666372703,0.429797383504583,0.670912686013916,0.518003515319616
"170",200,29,-4,-0.0478396942970027,0.606522857855601,-0.781346047229016,-0.0369953447280731,0.148321447946757,-0.0359461271844432
"171",500,29,-4,0.172579407473668,-0.775475381168603,-0.848593335077724,0.238004134958119,-0.19986818320209,0.248664357690233
"172",1100,29,-4,-0.0192583630458563,-0.437264718059979,-0.814314237574195,-0.0537304389503803,0.0956606259335047,-0.0578776959655443
"173",3000,29,-4,-0.0149788037777148,-0.197637505969713,-0.802083353132842,-0.0109689141940665,-0.0622288445661789,-0.0191475559686578
"174",8200,29,-4,0.00324989107105722,0.202728080382657,-0.784023584649771,0.000111850543733638,0.0261907105920329,-0.000629159259841305
"175",100,30,-4,0.263308352524982,0.00800875476713347,-0.80559620037224,0.279250380532714,0.373295313676731,0.241609784383548
"176",200,30,-4,0.0737136694478848,-0.358369683479016,-0.880569762935504,0.178034723480162,-0.279252854388456,0.243001357469419
"177",500,30,-4,0.262772915380928,-0.651101338746051,-0.878378966879204,0.403412657383174,-0.460177525200098,0.306069064756298
"178",1100,30,-4,0.032498572761066,0.213976026613388,-0.742344783931802,0.0276686227412788,0.152551825725315,0.0311889363312736
"179",3000,30,-4,-0.0264255152940844,-0.115076589252274,-0.792709383372957,-0.0244228284516201,0.00514006463162797,-0.0237209201910786
"180",8200,30,-4,-0.00964290187319716,0.283090154031049,-0.811133543842092,-0.00777077556021921,-0.0360969072335511,-0.00761253807025963
"181",100,31,-4,0.262329996831687,-0.581020766110047,-0.870305666222236,0.670250301957625,-0.373238246515161,0.509483789117048
"182",200,31,-4,-0.0320577393702415,-0.344357882957806,-0.829049823316912,-0.102258651899672,-0.0935913127803401,-0.128144657504428
"183",500,31,-4,-0.0667623010266345,0.466036060896561,-0.818376546794526,-0.0450569913921444,-0.0507434696803697,-0.0355442033002198
"184",1100,31,-4,0.0110726136258532,0.561981369206515,-0.749315033360007,0.00940093971496436,0.133703076763068,0.0111375570455476
"185",3000,31,-4,-0.0137986955094895,0.208247907279398,-0.758828881450979,-0.0117014501148129,0.0694447661129152,-0.0131637933621502
"186",8200,31,-4,0.00131134545786882,0.0936067878508955,-0.790748749135914,-0.00242675561498107,0.0981116184505146,-0.000647702755305568
"187",100,32,-4,0.0753287269267995,-0.70996360337388,-0.687254584888744,0.182561047796975,0.100814078501775,0.0611927108588679
"188",200,32,-4,-0.161130087753517,-0.9888894991582,-0.797864162425539,-0.232841613738508,-0.351039708850913,-0.269568886286948
"189",500,32,-4,0.0204541289733835,-0.140345202920942,-0.748690903910787,-0.0211441757181992,0.380360434964626,-0.022768882199973
"190",1100,32,-4,0.00182458958127718,0.502692091740509,-0.783422476138469,-0.012769418198519,0.158747716088971,-0.0112107125423477
"191",3000,32,-4,0.0102450263743186,0.635901400223984,-0.812154212128964,0.00803219442936243,0.0265850088118409,0.00829522901608515
"192",8200,32,-4,0.00384380193748646,-0.234408000449292,-0.831130304774801,-0.00323371507157111,-0.0887055626180167,-0.00662770587727057
"193",100,33,-4,0.173008128057286,-0.397559158183524,-0.796331850848034,0.27632275314905,0.0233069317004029,0.272618348319828
"194",200,33,-4,0.0787583115068502,-0.493079456855956,-0.849436117867222,0.157692287777407,-0.181264091910098,0.14624205112131
"195",500,33,-4,-0.0901383356161491,-0.0496994363284939,-0.809387783599678,-0.0876293061790991,-0.0969094802914272,-0.0924631132174749
"196",1100,33,-4,-0.115848681798021,-0.1476532446162,-0.833035657427601,-0.160371560168516,0.086657506063033,-0.138630249430582
"197",3000,33,-4,-0.00167262777406973,-0.415326244930742,-0.824524297171576,-0.00258435320506534,-0.1450332687339,-0.0125748002488091
"198",8200,33,-4,-0.0217021199760763,-0.327264872270451,-0.801866830847005,-0.0281918409115189,-0.0216605816152939,-0.0270822707420131
"199",100,34,-4,-0.143949500190819,-1.30190712201233,-0.905985985857912,0.878561395341185,-1.15859433130159,0.337592110177189
"200",200,34,-4,-0.00585241043345408,0.947110713409332,-0.801291852972849,-0.00752514774775559,0.135812204424901,-0.00602698033416327
"201",500,34,-4,-0.0464805871601506,0.0229003714515468,-0.814228066966625,-0.0875153674198672,0.0463567155606626,-0.0964546079852977
"202",1100,34,-4,0.0373838660137453,0.286688600887326,-0.792689986392657,0.0588460345259612,-0.0601271870127305,0.0598600555232105
"203",3000,34,-4,-0.0283918380742332,-0.393060702185411,-0.797170241426996,-0.0133999860715053,-0.0420029144530691,-0.0171686063666983
"204",8200,34,-4,-0.00249221678325062,0.517604513360742,-0.81267150785663,-0.00388468346606929,0.0152389162271951,-0.0037424301245188
"205",100,35,-4,0.564715475410031,-0.860681536992413,-0.851207820310534,0.914109686335308,-0.238536828673302,0.912154901657967
"206",200,35,-4,0.0132111088510052,-0.678168788048015,-0.726816122315232,-0.00316650200244739,0.176770132466444,0.00891774539118995
"207",500,35,-4,0.0386040376499754,-0.437565471222698,-0.769383222476859,0.078127306376472,-0.115789943538031,0.0838401026490208
"208",1100,35,-4,0.00704108247729174,-0.0162823251421265,-0.799748597494729,0.0108329578359707,-0.0265285023800303,0.0136066265125745
"209",3000,35,-4,0.000868322880194228,-0.2422264741556,-0.801823960831541,-0.00181711989812361,0.0734096750797621,-0.00029023225971514
"210",8200,35,-4,-0.0103765280682091,-0.0319045808495264,-0.805247148582478,-0.0135669489757377,-0.020471291304603,-0.0145873941990551
"211",100,36,-4,-0.0110928645325448,-1.12811342489248,-0.822459976901326,0.104724018396472,-0.76072142577853,-0.187659548325173
"212",200,36,-4,-0.0555653765816795,-0.843298937543721,-0.790156115424237,-0.0523046648745773,-0.309284475049455,-0.0685215753265103
"213",500,36,-4,0.00118988861725633,0.135618027950729,-0.773349256717794,-0.00983575359058686,0.247583791628418,-0.00610989347454405
